KodZboziKo,C31,1;KodZbozi,C15,2;KodPodskla,N11/0,3;KodZboziVB,C15,4;NazevVar,C250,5;TypZbozi,N11/0,6;SazbaDPH,N11/0,7;NCBD,N11/2,8;Mn,N11/2,9;BarCode,C20,10;BarCodeBal,C20,11;jednotka,C5,12;BalZakl,N11/0,13;BalZaklK,N11/0,14;BalPal,N11/2,15;BaleniZakl,N11/0,16;BaleniPal,N11/0,17;BaleniAlt,N11/0,18;HmotnostCe,N11/2,19;ObjemCelke,N11/2,20;InvMn,N11/0,21;cProvozovn,N11/0,22;VUPoznamka,C20,23;Import,L,24;KodCenSkup,N11/0,25;KodSlevSku,N11/0,26;KodSortime,C15,27;KodVyrobce,C15,28;PCA,N11/2,29;PCASD,N11/2,30;PCB,N11/2,31;PCBSD,N11/2,32;PCC,N11/2,33;PCCSD,N11/2,34;PCD,N11/2,35;PCDSD,N11/2,36;KC,N11/2,37;KCSD,N11/2,38;VUDodcislo,C40,39;VUDodavate,C40,40;VUMaterial,C30,41;VUNostnost,C30,42;VUSklmisto,C20,43;VUNetto301,N11/0,44;VUPuvodniz,C10,45;VUVolnaZ53,C20,46;Cislo,C15,47;dPohybu,D,48;dZaloz,D,49$
K45-HE-80.01;K45-HE-80;1;;Konf. stůl SEBASTIÁN,hnědá,sklo černé;ZB;21;965.10;2.00;;;ks;2;2;0.00;1;0;0;35.20;0.06;0;1;;0;1;0;12.5.5;11;1048.95;1269.23;1122.38;1358.08;1247.93;1510.00;1468.60;1777.01;1290.89;1561.98;;;Lamino, dlažba;;EXPEDICE;17;;B;28/15;301215;301215;
K45-P-80.01;K45-P-80;1;;Konf. stůl SEBASTIÁN, přírodní,sklo;ZB;21;988.80;2.00;;;ks;2;2;0.00;1;0;0;35.20;0.06;0;1;;0;1;0;12.5.5;11;1048.95;1269.23;1122.38;1358.08;1247.93;1510.00;1468.60;1777.01;1290.89;1561.98;;Konf. stul 4 sklo;Lamino, dlažba;;EXPEDICE;17;3094;B;28/15;301215;301215;
K46-DS-73.01;K46-DS-73;1;;Konf. stůl OTMAR, dub sonoma, dlažba 73;ZB;21;752.78;1.00;;;ks;1;1;0.00;1;0;0;17.80;0.03;0;1;;0;1;0;12.5.6;11;1168.65;1414.07;1250.46;1513.06;1390.91;1683.00;1636.36;1980.00;1290.89;1561.98;;Konf. stul 6 dl.NR.1;Lamino, dlažba;;EXPEDICE;17;3096;B;28/15;301215;301215;
K46-DS-73.01;K46-DS-73;1;;Konf. stůl OTMAR, dub sonoma, dlažba 73;ZB;21;752.78;-1.00;;;ks;-1;-1;0.00;1;0;0;-17.80;-0.03;0;1;;0;1;0;12.5.6;11;1168.65;1414.07;1250.46;1513.06;1390.91;1683.00;1636.36;1980.00;1290.89;1561.98;;Konf. stul 6 dl.NR.1;Lamino, dlažba;;EXPEDICE;17;3096;B;4/16;060116;060116;
K46-HE71.01;K46-HE71;1;;Konf. stůl OTMAR, merano hnědé,dlažba 71;ZB;21;752.78;-1.00;;;ks;-1;-1;0.00;1;0;0;-22.50;-0.04;0;1;;0;1;0;12.5.6;11;1168.65;1414.07;1250.46;1513.06;1390.91;1683.00;1636.36;1980.00;1290.89;1561.98;;Konf. stul 4 dl. MALTA;Lamino, dlažba;;EXPEDICE;22;3094;B;4/16;060116;060116;
K46-M-80.01;K46-M-80;1;;Konf. stůl OTMAR,mahagon,sklo černé;ZB;21;1054.72;2.00;;;ks;2;2;0.00;1;0;0;45.00;0.08;1;1;;0;1;0;12.5.6;11;1168.65;1414.07;1250.46;1513.06;1390.91;1683.00;1636.36;1980.00;1290.89;1561.98;;;Lamino, dlažba;;EXPEDICE;22;;B;4/16;060116;060116;
K46-M-80.01;K46-M-80;1;;Konf. stůl OTMAR,mahagon,sklo černé;ZB;21;1054.72;1.00;;;ks;1;1;0.00;1;0;0;22.50;0.04;0;1;;0;1;0;12.5.6;11;1168.65;1414.07;1250.46;1513.06;1390.91;1683.00;1636.36;1980.00;1290.89;1561.98;;;Lamino, dlažba;;EXPEDICE;22;;B;28/15;301215;301215;
K47-H.04;K47-H;4;;Konf. stůl LUX;ZB;21;5147.20;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;;0;7721.00;9342.41;8261.47;9996.38;9188.00;11117.48;10809.09;13079.00;1290.89;1561.98;;;;;;0;;;28/15;301215;301215;
K51-H.01;K51-H;1;;Konf. stůl IGNÁC, ovál MDF+sklo, hnědý;ZB;21;1640.67;1.00;;;ks;1;1;0.00;1;0;0;22.60;0.07;0;1;;0;1;0;12.3.3;31;2460.90;2977.69;2633.16;3186.12;2928.10;3543.00;3445.26;4168.76;0.00;0.00;;;MDF, sklo;;F9B;22;3087-HH;B;28/15;301215;301215;
K51-P.01;K51-P;1;;Konf. stůl IGNÁC, ovál MDF+sklo,přírodní;ZB;21;1640.67;1.00;;;ks;1;1;0.00;1;0;0;22.60;0.07;0;1;;0;1;0;12.3.3;31;2460.90;2977.69;2633.16;3186.12;2928.10;3543.00;3445.26;4168.76;0.00;0.00;;;MDF, sklo;;koje expedice;22;3087-PP;B;28/15;301215;301215;
K51-S.02;K51-S;2;;Sklo K51-S   rozměr  101,3x41,2 cm;ZB;21;163.49;1.00;;;ks;1;1;1.00;1;1;0;2.50;0.01;-1;1;;0;1;0;12.3.3;15;299.00;361.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;MDF, sklo;;3;3087-HH;B;33/16;050416;050416;
K52-HE.01;K52-HE;1;;Konferenční stůl ROMAN;ZB;21;1511.99;1.00;;;ks;1;1;0.00;1;0;0;25.70;0.07;0;1;;0;1;0;12.1;31;2268.00;2744.28;2426.76;2936.38;2699.17;3266.00;3175.20;3841.99;0.00;0.00;;;MDF;;expedice  koje;25;;B;29/15;301215;301215;
K52-P.01;K52-P;1;;Konf. stůl ROMAN, ovál MDF, přírodní;ZB;21;1511.99;1.00;;;ks;1;1;0.00;1;0;0;25.70;0.07;0;1;;0;1;0;12.1;31;2268.00;2744.28;2426.76;2936.38;2699.17;3266.00;3175.20;3841.99;0.00;0.00;;;MDF;;koje expedice č5;25;3088-PP;B;29/15;301215;301215;
K52-R.04;K52-R;4;;Konf. stůl ROMAN, ovál MDF, rustikál;ZB;21;1511.99;1.00;;;ks;1;1;0.00;1;0;0;25.70;0.07;0;1;;0;1;0;12.1;31;2268.00;2744.28;2426.76;2936.38;2699.17;3266.00;3175.20;3841.99;0.00;0.00;;;MDF;;expedice/koje;25;3088;B;29/15;301215;301215;
K52-W.98;K52-W;98;;Konferenční stůl ROMAN;ZB;21;1511.99;1.00;;;ks;1;1;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;;0;2268.00;2744.28;2426.76;2936.38;2699.17;3266.00;0.00;0.00;0.00;0.00;;;MDF;;;0;;;29/15;301215;301215;
K62-O.99;K62-O;99;;Konf. stůl MDF,dýha ořech,sklo/2k;ZB;21;1324.66;1.00;;;ks;1;1;0.00;1;0;0;28.00;0.09;0;1;;0;1;0;12.3;25;2443.36;2956.47;2614.40;3163.42;2907.60;3518.20;3420.70;4139.05;0.00;0.00;;;;;F78D  +NOHY F89C;26;;E;29/15;301215;301215;
K62-O.99;K62-O;99;;Konf. stůl MDF,dýha ořech,sklo/2k;ZB;21;1324.66;-1.00;;;ks;-1;-1;0.00;1;0;0;-28.00;-0.09;1;1;;0;1;0;12.3;25;2443.36;2956.47;2614.40;3163.42;2907.60;3518.20;3420.70;4139.05;0.00;0.00;;;;;F78D  +NOHY F89C;26;;E;53/16;080616;080616;
K63-L.04;K63-L;4;;Konf. stůl JONÁŠ, obdél., písk. sklo /2k;ZB;21;1196.53;1.00;;;ks;1;1;1.00;1;1;0;30.00;0.11;0;1;;0;1;0;12.3;25;1774.50;2147.14;1898.72;2297.45;2111.57;2555.00;2484.30;3006.00;0.00;0.00;;;;;F33C+34C;26;1050;E;29/15;301215;301215;
K63-L.06;K63-L;6;;Konf. stůl obdél., písk. sklo /2ks;ZB;21;1196.53;4.00;;;ks;4;4;4.00;1;1;0;120.00;0.44;0;1;;0;1;0;12.3;25;2306.86;2791.30;2468.34;2986.69;2745.16;3321.64;3229.60;3907.82;0.00;0.00;;;;;H31C,H32C;26;1050;E;29/15;301215;301215;
K64-D.04;K64-D;4;;Konf. stůl  obdélník masiv, dub;ZB;21;1837.22;1.00;;;ks;1;1;1.00;1;1;0;21.00;0.12;0;1;;0;1;0;12.1;25;2832.93;3427.85;3031.24;3667.80;3371.07;4078.99;3966.12;4799.01;0.00;0.00;;;;;prodejna,chodba,baza;20;1008-PD;E;29/15;301215;301215;
K64-D.06;K64-D;6;;Konf. stůl  obdélník masiv, dub;ZB;21;1837.22;10.00;;;ks;10;10;10.00;1;1;0;210.00;1.15;0;1;;0;1;0;12.1;25;2832.93;3427.85;3031.24;3667.80;3371.07;4078.99;3966.12;4799.01;0.00;0.00;;;;;F57D,ex.regal,F72D;20;1008-PD;E;29/15;301215;301215;
K66-O.06;K66-O;6;;Konf. stůl obdél., nohy chrom /2k;ZB;21;1820.30;7.00;;;ks;7;7;0.00;1;0;0;170.80;0.79;0;1;;0;1;0;12.2;25;2615.10;3164.27;2798.16;3385.77;3111.96;3765.47;3661.16;4430.00;0.00;0.00;;;;;F82D,F33E,H7D,H36C;22;;E;29/15;301215;301215;
K67-O.06;K67-O;6;;Konf. stůl obdél., nohy chrom /2k;ZB;21;1365.23;1.00;;;ks;1;1;0.00;1;0;0;29.00;0.07;0;1;;0;1;0;12.2;25;1984.50;2401.24;2123.42;2569.34;2361.16;2857.00;2778.51;3362.00;0.00;0.00;;;;;F34C,H35D;27;;E;29/15;301215;301215;
K69-D.06;K69-D;6;;Konf. stůl ŘEHOŘ, obdélník dub;ZB;21;1624.74;2.00;;;ks;2;2;0.00;1;0;0;56.00;0.24;0;1;;0;1;0;12.1;60;2614.50;3163.54;2797.52;3385.00;3111.57;3765.00;3660.33;4429.00;0.00;0.00;;;;;F122D;26;;E;29/15;301215;301215;
K70-O.06;K70-O;6;;Konf. stůl obdél., nohy chrom /2ks/;ZB;21;1070.77;1.00;;;ks;1;1;0.00;1;0;0;30.00;0.06;0;1;;0;1;0;12.2;25;2033.86;2460.97;2176.23;2633.24;2420.29;2928.55;2847.40;3445.35;0.00;0.00;;;;;H33D;28;;E;29/15;301215;301215;
K70-O.98;K70-O;98;;Konf. stůl obdél., nohy chrom /2ks/;ZB;21;1070.77;3.00;;;ks;3;3;0.00;1;0;0;90.00;0.18;0;1;;0;1;0;12.2;25;1564.50;1893.04;1674.02;2025.56;1861.98;2253.00;2190.08;2650.00;0.00;0.00;;;;;F33D;28;;E;29/15;301215;301215;
K71-O.06;K71-O;6;;Konf. stůl obdél., nohy chrom /2k;ZB;21;1124.30;7.00;;;ks;7;7;0.00;1;0;0;211.40;0.67;0;1;;0;1;0;12.2;25;1564.92;1893.55;1674.46;2026.10;1862.25;2253.32;2190.91;2651.00;0.00;0.00;;;;;F101D,F61D,;28;;E;29/15;301215;301215;
K72-O.04;K72-O;4;;Konf. stůl obdélník, nohy chrom /2k;ZB;21;1017.23;1.00;;;ks;1;1;0.00;1;0;0;27.70;0.06;0;1;;0;1;0;12.2;25;1459.85;1766.42;1562.04;1890.07;1737.22;2102.04;2043.80;2473.00;0.00;0.00;;;;;F62D;26;;E;29/15;301215;301215;
K72-O.06;K72-O;6;;Konf. stůl obdélník, nohy chrom /2k;ZB;21;1017.23;7.00;;;ks;7;7;0.00;1;0;0;193.90;0.41;0;1;;0;1;0;12.2;25;1459.85;1766.42;1562.04;1890.07;1737.22;2102.04;2043.80;2473.00;0.00;0.00;;;;;F62D;26;;E;29/15;301215;301215;
K82-L.06;K82-L;6;;Konf. stůl obdélník sklo     /2k;ZB;21;761.22;2.00;;;ks;2;2;2.00;1;1;0;56.00;0.13;0;1;;0;1;0;12.3;25;1154.07;1396.42;1234.85;1494.17;1373.34;1661.74;1615.70;1955.00;0.00;0.00;;;;;H38C,F91E,H18D +EXP.;25;;E;29/15;301215;301215;
K82-L.99;K82-L;99;;Konf. stůl obdélník sklo     /2k;ZB;21;761.22;-1.00;;;ks;-1;-1;-1.00;1;1;0;-28.00;-0.07;1;1;;0;1;0;12.3;25;1154.07;1396.42;1234.85;1494.17;1373.34;1661.74;1615.70;1955.00;0.00;0.00;;;;;H38C,F91E,H18D +EXP.;25;;E;53/16;080616;080616;
K85-L.98;K85-L;98;;Konf.stolek sklo obdélník /2ks balení/;ZB;21;734.74;1.00;;;ks;1;1;1.00;1;1;0;23.50;0.09;0;1;;0;1;0;12.3;25;1627.50;1969.28;1741.43;2107.13;1936.36;2343.00;2278.51;2757.00;0.00;0.00;;;;;prodejna;21;1001-LC;E;29/15;301215;301215;
K86-L.98;K86-L;98;;Konf.stolek sklo obdélník /2ks balení/;ZB;21;762.75;1.00;;;ks;1;1;1.00;1;1;0;23.00;0.09;0;1;;0;1;0;12.3;25;1627.50;1969.28;1741.43;2107.13;1936.36;2343.00;2278.51;2757.00;0.00;0.00;;;;;F57C 2/2;20;1002-LC;E;29/15;301215;301215;
K87-L.06;K87-L;6;;Konf. stůl sklo obdélník       /2k;ZB;21;721.33;1.00;;;ks;1;1;1.00;1;1;0;24.00;0.05;0;1;;0;1;0;12.3;25;1048.95;1269.23;1122.38;1358.08;1247.93;1510.00;1468.60;1777.01;0.00;0.00;;;;;H33C,H31D,H35C;22;1003;E;29/15;301215;301215;
K88-O.98;K88-O;98;;Konf. stůl ROBERT, obdél., sklo kouř./2k;ZB;21;1465.58;1.00;;;ks;1;1;0.00;1;0;0;28.90;0.05;0;1;;0;1;0;12.3;25;2089.50;2528.30;2235.77;2705.28;2486.78;3009.00;2925.62;3540.00;0.00;0.00;;;;;*F264;27;;E;29/15;301215;301215;
K90.01;K90;1;;Konf. stůl MDF obdélník 116x60x35;ZB;21;2240.63;5.00;;;ks;2;3;0.00;2;0;0;217.00;0.60;0;1;;0;1;0;12.4;107;3361.00;4066.81;3596.27;4351.49;3999.00;4838.79;4704.96;5693.00;0.00;0.00;;J1145;MDF;;H19D;41;;E;29/15;301215;301215;
K90.04;K90;4;;Konf. stůl MDF obdélník 116x60x35;ZB;21;2240.63;1.00;;;ks;0;1;0.00;2;0;0;43.40;0.12;0;1;;0;1;0;12.4;107;3361.00;4066.81;3596.27;4351.49;3999.00;4838.79;4704.96;5693.00;0.00;0.00;;;MDF;;H3C,H4C;41;;E;29/15;301215;301215;
K91-W.01;K91-W;1;;Konf. stůl sklo obdélník 120x70x45.5;ZB;21;1930.40;5.00;;;ks;2;3;0.00;2;0;0;190.00;1.02;0;1;;0;1;0;12.3;107;2896.00;3504.16;3098.72;3749.45;3446.00;4169.66;4053.72;4905.00;0.00;0.00;;J045;;;H18C,H18D;32;;E;29/15;301215;301215;
K92-CB.01;K92-CB;1;;Konf. stůl MDF117x60x46.5;ZB;21;1949.74;3.00;;;ks;1;1;0.00;3;0;0;127.20;0.36;0;1;;0;1;0;12.4;107;2925.00;3539.25;3129.75;3787.00;3481.00;4212.01;4095.04;4955.00;0.00;0.00;;;MDF;;EXPEDICE;0;;E;29/15;301215;301215;
K92-ČB.99;K92-ČB;99;;Konf. stůl MDF117x60x46.5;ZB;21;1949.74;1.00;;;ks;0;0;0.00;3;0;0;42.40;0.12;0;1;;0;1;0;12.4;107;2925.00;3539.25;3129.75;3787.00;3481.00;4212.01;4095.04;4955.00;0.00;0.00;;;MDF;;;0;;;29/15;301215;301215;
K93-W.01;K93-W;1;;Konf. stůl sklo obdélník120x70x43;ZB;21;1739.98;5.00;;;ks;2;2;0.00;3;0;0;197.50;0.79;0;1;;0;1;0;12.3;107;2610.00;3158.10;2792.70;3379.17;3106.00;3758.26;3653.72;4421.00;0.00;0.00;wk-08s;J949;;;,H25C, H26C;36;;E;29/15;301215;301215;
K93-W.04;K93-W;4;;Konf. stůl sklo obdélník120x70x43;ZB;21;1739.98;2.00;;;ks;1;1;0.00;3;0;0;79.00;0.32;0;1;;0;1;0;12.3;107;2610.00;3158.10;2792.70;3379.17;3106.00;3758.26;3653.72;4421.00;0.00;0.00;;;;;H10D,H11D;36;;E;29/15;301215;301215;
K94-B.01;K94-B;1;;Konf. stůl sklo obdélník130x70.5x42.5;ZB;21;1885.44;6.00;;;ks;3;3;0.00;2;0;0;180.00;0.58;0;1;;0;1;0;12.3;107;2828.00;3421.88;3025.96;3661.41;3365.00;4071.65;3958.68;4790.00;0.00;0.00;wk-06;J1168;;;H7C,H8C,H17C,H17D;27;;E;29/15;301215;301215;
Kapsar.04;Kapsar;4;;Kapsář děstký univerzální - za postel;ZB;21;1131.40;1.00;;;ks;1;1;1.00;1;1;0;0.00;0.00;0;1;;0;1;0;;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;prodejna;0;;A;29/15;301215;301215;
K-FABIO-DS.30;K-FABIO-DS;30;;Konferenční stůl JAMALL se sklem;ZB;21;1166.00;2.00;;;ks;2;2;0.00;1;0;0;47.00;0.10;0;1;;0;1;0;12.2;1;2049.00;2479.29;2192.43;2652.84;2438.02;2950.00;2868.60;3471.01;0.00;0.00;;;;;HH25A,H12A;0;;A;29/15;301215;301215;
K-FEDERICO-DS.30;K-FEDERICO-DS;30;;Konferenční stůl JAMALL;ZB;21;993.00;2.00;;;ks;2;2;0.00;1;0;0;56.00;0.12;0;1;;0;1;0;12.2;0;1490.00;1802.90;1594.30;1929.10;1772.73;2145.00;2085.95;2524.00;0.00;0.00;;;;;H22A,H24A;0;;A;29/15;301215;301215;
Kuličky.10;Kuličky;10;;Náplň k vakům;ZB;21;1.32;4791.00;;;l;4791;4791;4791.00;1;1;0;0.00;239.55;0;1;;0;1;0;;0;1.80;2.18;16.05;19.42;18.18;22.00;0.00;0.00;0.00;0.00;;;;;;0;;;29/15;301215;301215;
L002.06;L002;6;;Komoda 5 zásuvek JAMAICA, dub;ZB;21;5143.41;2.00;;;ks;2;2;0.00;1;0;0;180.00;1.26;0;1;zjišt. na skladě;0;1;0;13.3;60;7590.00;9183.90;8121.30;9826.77;9032.23;10929.00;10625.62;12857.00;0.00;0.00;DIMENS:960x500x996MM, OAK NATURAL COLOR;IT.:JML0001-HT13,CHEST WITH FIVE DRAWER;;;na patre u Ziemniaka;88;;E;4/16;060116;060116;
L002.99;L002;99;;Komoda 5 zásuvek JAMAICA, dub;ZB;21;5143.41;1.00;;;ks;1;1;0.00;1;0;0;90.00;0.63;0;1;;0;1;0;;60;7590.00;9183.90;8121.30;9826.77;9032.23;10929.00;10625.62;12857.00;0.00;0.00;;;;;u lisu;88;;E;29/15;301215;301215;
L010.06;L010;6;;Noční stolek JAMAICA, dub;ZB;21;1764.75;22.00;;;ks;22;22;0.00;1;0;0;803.00;4.18;0;1;;0;1;0;13.3;60;2690.00;3254.90;2878.30;3482.74;3200.83;3873.00;3766.12;4557.01;0.00;0.00;;;;;C26E, F56DC20D;35;;E;29/15;301215;301215;
L010.98;L010;98;;Noční stolek JAMAICA, dub;ZB;21;1425.88;1.00;;;ks;1;1;0.00;1;0;0;36.50;0.19;0;1;;0;1;0;13.3;60;2824.50;3417.64;3022.22;3656.89;3361.16;4067.00;3954.55;4785.01;0.00;0.00;;;;;F56D+96D;35;;E;29/15;301215;301215;
L010.99;L010;99;;Noční stolek JAMAICA, dub;ZB;21;1425.88;0.00;;;ks;0;0;0.00;1;0;0;0.00;0.00;1;1;;0;1;0;13.3;60;2824.50;3417.64;3022.22;3656.89;3361.16;4067.00;3954.55;4785.01;0.00;0.00;;;;;u rekl.technika;35;;E;53/16;080616;080616;
L015-P.01;L015-P;1;;Noční stolek OSKAR, buk;ZB;21;887.89;2.00;;;ks;2;2;0.00;1;0;0;23.00;0.00;0;1;;0;1;0;22.9;102;1365.00;1651.65;1460.55;1767.27;1623.97;1965.00;1910.74;2312.00;0.00;0.00;;;;;atelier;0;;B;29/15;301215;301215;
L016-P.01;L016-P;1;;Noční stolek se zásuvkou VÍTEK, buk;ZB;21;1093.78;1.00;;;ks;1;1;0.00;1;0;0;8.00;0.05;0;1;;0;1;0;22.9;102;1620.00;1960.20;1733.40;2097.41;1928.10;2333.00;2267.77;2744.00;0.00;0.00;;;;;H36D;8;;B;29/15;301215;301215;
L017-P.01;L017-P;1;;Noční stolek OSKAR 2, buk - 50 cm výška;ZB;21;977.97;2.00;;;ks;2;2;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;22.9;102;1465.00;1772.65;1568.00;1897.28;1743.00;2109.03;2051.24;2482.00;0.00;0.00;ten sam jak L015!!;UWAGA vysokoszcz 50 cm!!;;;atelier;0;;B;29/15;301215;301215;
L018-P.01;L018-P;1;;Noční stolek se zásuvkou VÍTEK 2, 50 cm;ZB;21;1203.16;2.00;;;ks;2;2;0.00;1;0;0;0.00;0.00;0;1;;0;1;0;22.9;102;1805.00;2184.05;1931.00;2336.51;2148.00;2599.08;2527.27;3058.00;0.00;0.00;ten sam jak L016!;UWAGA vysokoszcz 50 cm!;;;0;0;;B;29/15;301215;301215;
L021.06;L021;6;;Šatní skříň dvojdveřová, dub;ZB;21;5025.87;2.00;;;ks;2;2;0.00;1;0;0;284.40;2.96;0;1;;0;1;0;13.3;60;10990.00;13297.90;11759.30;14228.75;13078.51;15825.00;15385.95;18617.00;0.00;0.00;;;;;ATELIEr.1x+koj prod;140;;E;29/15;301215;301215;
L031.98;L031;98;;Postel JAMAICA 160x200cm, dub;ZB;21;5161.22;1.00;;;ks;1;1;0.00;1;0;0;77.50;0.43;0;1;;0;1;0;13.3;60;6989.96;8457.85;7479.26;9049.90;8318.05;10064.84;9785.95;11841.00;0.00;0.00;;;;;U REKL.TECHNIKA;75;;E;29/15;301215;301215;
L032.98;L032;98;;Postel 180x200cm II.jakost;ZB;21;5536.84;1.00;;;ks;1;1;0.00;1;0;0;85.00;0.46;0;1;;0;1;0;13.3;60;7989.96;9667.85;8549.26;10344.60;9508.05;11504.74;11185.95;13535.00;0.00;0.00;;;;;U REKL.TECHNIKA;83;;E;29/15;301215;301215;
L032.99;L032;99;;Postel 180x200cm, masiv dub /2 ks /;ZB;21;5536.84;1.00;;;ks;1;1;0.00;1;0;0;85.00;0.46;0;1;;0;1;0;;60;7990.00;9667.90;8549.30;10344.65;9508.26;11504.99;11185.95;13535.00;0.00;0.00;;;;;;83;;E;29/15;301215;301215;
L032.99;L032;99;;Postel 180x200cm, masiv dub /2 ks /;ZB;21;5536.84;-1.00;;;ks;-1;-1;0.00;1;0;0;-85.00;-0.46;1;1;;0;1;0;;60;7990.00;9667.90;8549.30;10344.65;9508.26;11504.99;11185.95;13535.00;0.00;0.00;;;;;;83;;E;53/16;080616;080616;
L040-P.01;L040-P;1;;Postel BĚLA 160x200cm, buk;ZB;21;3667.38;1.00;;;ks;1;1;0.00;1;0;0;52.00;0.17;0;1;;0;1;0;22.9;95;5448.05;6592.14;5829.41;7053.59;6483.47;7845.00;7627.27;9229.00;0.00;0.00;KOLOR NATUR;KOSTKI;;;G4B ATELIER;0;;B;29/15;301215;301215;
L041-P.01;L041-P;1;;Postel BĚLA 180x200cm, buk;ZB;21;3927.58;3.00;;;ks;3;3;0.00;1;0;0;156.00;0.51;0;1;;0;1;0;22.9;102;5734.94;6939.28;6136.39;7425.03;6824.79;8258.00;8028.93;9715.01;0.00;0.00;KOLOR NATUR;KOSTKI;;;G4C,G4A u  ATELIERU;0;;B;29/15;301215;301215;
L041-P.01;L041-P;1;;Postel BĚLA 180x200cm, buk;ZB;21;3927.58;2.00;;;ks;2;2;0.00;1;0;0;104.00;0.34;1;1;storno fa 9253/15;0;1;0;22.9;102;5734.94;6939.28;6136.39;7425.03;6824.79;8258.00;8028.93;9715.01;0.00;0.00;KOLOR NATUR;KOSTKI;;;G4C,G4A u  ATELIERU;0;;B;1/16;050116;050116;
L043-P.01;L043-P;1;;Postel NELA 180x200cm, buk;ZB;21;3345.68;2.00;;;ks;2;2;0.00;1;0;0;60.00;0.34;0;1;;0;1;0;22.9;102;4970.47;6014.27;5318.40;6435.26;5914.88;7157.00;6958.68;8420.00;0.00;0.00;KOLOR NATUR;TYL W CALKU;;;G3C,G3A,G3B ATELIER;0;;B;29/15;301215;301215;
L043-P.98;L043-P;98;;Postel NELA 180x200cm, buk;ZB;21;3662.74;1.00;;;ks;1;1;0.00;1;0;0;30.00;0.17;0;1;;0;1;0;22.9;95;6375.00;7713.75;6821.25;8253.71;7585.95;9179.00;8924.79;10799.00;0.00;0.00;;;;;G3C,G3A,G3B ATELIER;0;;C;29/15;301215;301215;
L044-P.01;L044-P;1;;Postel Daniela 90x200cm, buk;ZB;21;2959.64;2.00;;;ks;2;2;0.00;1;0;0;60.00;0.34;0;1;;0;1;0;22.9;102;4396.69;5319.99;4704.46;5692.40;5232.23;6331.00;6155.37;7448.00;0.00;0.00;color natur;LUZKO S METALEM 90x200;;;G13A ATELIER;0;;B;29/15;301215;301215;
L044-P.98;L044-P;98;;Postel Daniela 90x200cm, buk;ZB;21;3032.32;1.00;;;ks;1;1;0.00;1;0;0;30.00;0.17;0;1;;0;1;0;22.9;102;4396.69;5319.99;4704.46;5692.40;5232.23;6331.00;6155.37;7448.00;0.00;0.00;;;;;;0;;C;29/15;301215;301215;
L045-P.01;L045-P;1;;Postel Daniela 160x200cm, buk;ZB;21;3989.08;1.00;;;ks;1;1;0.00;1;0;0;30.00;0.17;0;1;;0;1;0;22.9;102;5926.45;7171.00;6341.30;7672.97;7052.07;8533.00;8296.69;10039.00;0.00;0.00;color natur;LUZKO S METALEM 160x200;;;ATELIER + KOJE c 6;0;;B;29/15;301215;301215;
L046-P.98;L046-P;98;;Postel Daniela 180x200cm, buk;ZB;21;4559.10;1.00;;;ks;1;1;0.00;1;0;0;30.00;0.17;0;1;;0;1;0;22.9;102;6690.91;8096.00;7159.27;8662.72;7961.98;9634.00;9366.94;11334.00;0.00;0.00;;;;;;0;;C;29/15;301215;301215;
L047-P.01;L047-P;1;;Postel Bára 90x200cm, buk;ZB;21;2895.30;3.00;;;ks;3;3;0.00;1;0;0;90.00;0.51;0;1;;0;1;0;22.9;102;4301.65;5205.00;4602.77;5569.35;5119.01;6194.00;6021.49;7286.00;0.00;0.00;color natur;LUZKO CUKIERKI;;;atelier;0;;B;29/15;301215;301215;
L047-P.98;L047-P;98;;Postel Bára 90x200cm, buk;ZB;21;2966.40;1.00;;;ks;1;1;0.00;1;0;0;30.00;0.17;0;1;;0;1;0;22.9;102;4301.65;5205.00;4602.77;5569.35;5119.01;6194.00;6021.49;7286.00;0.00;0.00;;;;;;0;;C;29/15;301215;301215;
L048-P.01;L048-P;1;;Postel Bára 160x200cm, buk;ZB;21;3860.40;1.00;;;ks;1;1;0.00;1;0;0;30.00;0.17;0;1;;0;1;0;22.9;102;5734.71;6939.00;6136.14;7424.73;6823.97;8257.00;8028.93;9715.00;0.00;0.00;color natur;LUZKO CUKIERKI;;;;0;;B;29/15;301215;301215;
L049-P.01;L049-P;1;;Postel Bára 180x200cm, buk;ZB;21;4375.12;2.00;;;ks;2;2;0.00;1;0;0;90.00;0.34;0;1;;0;1;0;22.9;102;6499.17;7864.00;6954.12;8414.49;7733.88;9357.99;9100.00;11011.00;0.00;0.00;color natur;LUZKO CUKIERKI;;;G8A ATELIER;0;;B;29/15;301215;301215;
L049-P.99;L049-P;99;;Postel Bára 180x200cm, buk;ZB;21;4375.12;1.00;;;ks;1;1;0.00;1;0;0;45.00;0.17;0;1;;0;1;0;22.9;102;6499.17;7864.00;6954.12;8414.49;7733.88;9357.99;9100.00;11011.00;0.00;0.00;;;;;ATEL;0;;C;29/15;301215;301215;
